Active Velocity,Angular diffusion coefficient,Average population per patch
500,0.0630957,1.048888888888889
500,0.1,1.048888888888889
500,0.158489,1.0533333333333332
500,0.251189,1.048888888888889
500,0.398107,1.048888888888889
500,0.630957,1.048888888888889
500,1,1.0533333333333332
1990.54,0.0001,0.0
1990.54,0.000158489,0.0
1990.54,0.000251189,0.0
1990.54,0.000398107,0.0
1990.54,0.000630957,0.0
1990.54,0.001,0.0
1990.54,0.00158489,0.0
1990.54,0.00251189,0.9333333333333333
1990.54,0.00398107,0.9333333333333333
1990.54,0.00630957,0.9333333333333333
1990.54,0.01,0.9333333333333333
1990.54,0.0158489,0.9333333333333333
1990.54,0.0251189,0.9333333333333333
1990.54,0.0398107,0.9333333333333333
1990.54,0.0630957,0.9377777777777778
1990.54,0.1,0.9333333333333333
1990.54,0.158489,0.9377777777777778
1990.54,0.251189,0.9377777777777778
1990.54,0.398107,0.9333333333333333
1990.54,0.630957,0.9333333333333333
1990.54,1,0.9377777777777778
7924.47,0.0001,0.0
7924.47,0.000158489,0.0
7924.47,0.000251189,0.0
7924.47,0.000398107,0.0
7924.47,0.000630957,0.0
7924.47,0.001,0.0
7924.47,0.00158489,0.0
7924.47,0.00251189,0.0
7924.47,0.00398107,0.6488888888888888
7924.47,0.00630957,0.6488888888888888
7924.47,0.01,0.6488888888888888
7924.47,0.0158489,0.6488888888888888
7924.47,0.0251189,0.6488888888888888
7924.47,0.0398107,0.6488888888888888
7924.47,0.0630957,0.6488888888888888
7924.47,0.1,0.6488888888888888
7924.47,0.158489,0.6488888888888888
7924.47,0.251189,0.6488888888888888
7924.47,0.398107,0.6488888888888888
7924.47,0.630957,0.6488888888888888
7924.47,1,0.6444444444444445
31547.9,0.0001,0.0
31547.9,0.000158489,0.0
31547.9,0.000251189,0.0
31547.9,0.000398107,0.0
31547.9,0.000630957,0.0
31547.9,0.001,0.0
31547.9,0.00158489,0.0
31547.9,0.00251189,0.0
31547.9,0.00398107,0.0
31547.9,0.00630957,0.0
31547.9,0.01,0.0
31547.9,0.0158489,0.0044444444444444444
31547.9,0.0251189,0.0044444444444444444
31547.9,0.0398107,0.0044444444444444444
31547.9,0.0630957,0.0044444444444444444
31547.9,0.1,0.0044444444444444444
31547.9,0.158489,0.0044444444444444444
31547.9,0.251189,0.0044444444444444444
31547.9,0.398107,0.0044444444444444444
31547.9,0.630957,0.0044444444444444444
31547.9,1,0.0044444444444444444
125594,0.0001,0.0
125594,0.000158489,0.0
125594,0.000251189,0.0
125594,0.000398107,0.0
125594,0.000630957,0.0
125594,0.001,0.0
125594,0.00158489,0.0
125594,0.00251189,0.0
125594,0.00398107,0.0
125594,0.00630957,0.0
125594,0.01,0.0
125594,0.0158489,0.0
125594,0.0251189,0.0
125594,0.0398107,0.0
125594,0.0630957,0.0
125594,0.1,0.0
125594,0.158489,0.0
125594,0.251189,0.0
125594,0.398107,0.0
125594,0.630957,0.0
125594,1,0.0
500000,0.0001,0.0
500000,0.000158489,0.0
500000,0.000251189,0.0
500000,0.000398107,0.0
500000,0.000630957,0.0
500000,0.001,0.0
500000,0.00158489,0.0
500000,0.00251189,0.0
500000,0.00398107,0.0
500000,0.00630957,0.0
500000,0.01,0.0
500000,0.0158489,0.0
500000,0.0251189,0.0
500000,0.0398107,0.0
500000,0.0630957,0.0
500000,0.1,0.0
500000,0.158489,0.0
500000,0.251189,0.0
500000,0.398107,0.0
500000,0.630957,0.0
500000,1,0.0
