time,M=225,M=14400
6340,0.0,0.49159722222222224
6350,0.0,0.4490277777777778
6360,0.0,0.41715277777777776
6370,0.0,0.40458333333333335
6380,0.0,0.43430555555555556
6390,0.0,0.5295138888888888
6400,0.0,0.6863194444444445
6410,0.0,0.9083333333333333
6420,0.0,1.1625
6430,0.0,1.4221527777777778
6440,0.0,1.648611111111111
6450,0.0,1.8122916666666666
6460,0.0,1.9120833333333334
6470,0.0,1.9581944444444443
6480,0.0,1.9819444444444445
6490,0.0,1.995625
6500,0.0,2.002638888888889
6510,0.0,2.007222222222222
6520,0.0,2.0103472222222223
6530,0.0,2.0125
6540,0.0,2.013402777777778
6550,0.0,2.0136805555555557
6560,0.0,2.0138194444444446
6570,0.0,2.013888888888889
6580,0.0,2.013888888888889
6590,0.0,2.0138194444444446
6600,0.0,2.0136805555555557
6610,0.0,2.0125694444444444
6620,0.0,2.0006944444444446
6630,0.0,1.9695138888888888
6640,0.0,1.9213194444444444
6650,0.0,1.8603472222222222
6660,0.0,1.783263888888889
6670,0.0,1.7015972222222222
6680,0.0,1.6105555555555555
6690,0.0,1.5111805555555555
6700,0.0,1.4103472222222222
6710,0.0,1.3019444444444443
6720,0.0,1.2006944444444445
6730,0.0,1.0960416666666666
6740,0.0,0.9949305555555555
6750,0.0,0.8976388888888889
6760,0.0,0.8034722222222223
6770,0.0,0.7170138888888888
6780,0.0,0.6343055555555556
6790,0.0,0.5664583333333333
6800,0.0,0.5077083333333333
6810,0.0,0.46152777777777776
6820,0.0,0.4267361111111111
6830,0.0,0.40708333333333335
6840,0.0,0.4172222222222222
6850,0.0,0.4875
6860,0.0,0.6327083333333333
6870,0.0,0.8389583333333334
6880,0.0,1.0850694444444444
6890,0.0,1.3458333333333334
6900,0.0,1.580625
6910,0.0,1.7661111111111112
6920,0.0,1.8857638888888888
6930,0.0,1.9452083333333334
6940,0.0,1.9738194444444443
6950,0.0,1.9885416666666667
6960,0.0,1.9975694444444445
